hcp_id,period,specialty,region,territory_id,institution_type,decile,years_in_practice,calls_last_90d,days_since_last_call,email_sent_last_90d,emails_opened_last_90d,samples_dropped_last_90d,speaker_program_attended_12m,digital_engagement_score,patient_volume_est,nbrx_last_month,nbrx_3m_avg,trx_3m_avg,competitor_share_pct,payer_mix_commercial_pct,formulary_status,campaign_wave_id,followup_call_logged_flag,territory_target_refresh_flag,responded_strict,responded_loose
100079,2025-01,Internal Medicine,North,T-N19,Group Practice,8,15.0,3,4.0,6,1,1,1,59.6,139.0,10.83,12.25,33.01,41.8,49.8,Preferred,W118,1.0,1.0,1,1
102002,2025-08,Primary Care,South,T-S72,Hospital,2,18.0,2,5.0,7,1,1,0,47.8,75.0,7.58,4.37,12.29,68.9,40.8,Preferred,W133,0.0,1.0,0,0
100674,2025-05,Endocrinology,East,T-E56,Private Clinic,2,9.0,1,6.0,7,3,0,0,54.4,75.0,3.62,4.37,9.73,37.4,67.8,Preferred,W46,1.0,0.0,0,0
100854,2025-04,Internal Medicine,Central,T-C72,Private Clinic,10,16.0,6,3.0,6,2,6,0,35.3,161.0,6.24,14.87,47.51,48.7,78.9,Non-preferred,W106,0.0,0.0,0,0
100809,2024-09,Primary Care,West,T-W23,Private Clinic,7,13.0,6,3.0,4,0,3,0,27.2,129.0,8.96,10.94,37.68,64.6,26.5,Non-preferred,W181,0.0,0.0,0,0
101423,2025-10,Endocrinology,Central,T-C26,Hospital,8,5.0,7,3.0,5,2,7,0,70.4,139.0,19.32,12.25,55.45,75.9,51.7,Preferred,W173,0.0,1.0,0,0
100083,2024-09,Cardiology,Central,T-C48,Academic,9,22.0,8,2.0,8,2,5,0,60.8,150.0,13.13,13.56,53.18,56.2,74.8,Restricted,W204,0.0,1.0,0,1
101711,2025-07,Primary Care,South,T-S77,Group Practice,5,19.0,3,4.0,11,5,4,0,37.1,107.0,11.25,8.31,21.71,68.6,64.6,Preferred,W187,0.0,0.0,0,0
101986,2025-05,Internal Medicine,East,T-E58,Group Practice,9,34.0,5,3.0,12,5,4,0,67.0,150.0,10.39,13.56,39.19,37.1,55.1,Restricted,W37,1.0,0.0,0,0
102014,2025-11,Cardiology,West,T-W44,Private Clinic,4,13.0,3,4.0,7,1,3,0,47.3,97.0,4.84,7.0,21.75,89.8,62.2,Non-preferred,W83,0.0,0.0,0,0
101426,2025-04,Primary Care,North,T-N14,Hospital,1,20.0,2,5.0,7,1,0,1,45.9,64.0,5.84,3.06,10.94,71.7,58.3,Restricted,W52,0.0,0.0,0,0
101367,2025-11,Internal Medicine,South,T-S50,Group Practice,10,23.0,8,2.0,4,3,7,0,60.0,161.0,10.06,14.87,58.52,53.7,44.4,Restricted,W182,1.0,1.0,0,1
100970,2025-10,Primary Care,Central,T-C47,Hospital,3,19.0,4,4.0,7,2,5,0,59.4,86.0,3.33,5.69,25.49,49.4,28.0,Non-preferred,W206,0.0,0.0,0,1
100527,2025-01,Primary Care,West,T-W62,Private Clinic,3,8.0,1,6.0,15,3,2,0,29.7,86.0,5.82,5.69,21.68,55.6,56.3,Not covered,W100,0.0,0.0,0,1
100361,2025-11,Internal Medicine,South,T-S33,Private Clinic,10,26.0,1,6.0,3,2,2,0,60.2,161.0,19.82,14.87,23.89,0.0,38.8,Non-preferred,W143,0.0,0.0,0,0
102052,2025-10,Primary Care,East,T-E31,Academic,5,25.0,3,4.0,2,1,4,0,46.3,107.0,7.3,8.31,20.72,64.6,62.0,Preferred,W66,0.0,1.0,0,0
100776,2024-01,Primary Care,South,T-S15,Hospital,5,8.0,4,4.0,8,2,5,1,50.0,107.0,8.67,8.31,38.96,44.3,44.0,Non-preferred,W214,0.0,0.0,0,1
101807,2024-07,Primary Care,North,T-N33,Private Clinic,6,10.0,5,3.0,3,0,7,0,51.6,118.0,10.99,9.62,35.52,40.0,28.0,Restricted,W141,0.0,0.0,0,0
100283,2024-12,Internal Medicine,North,T-N65,Academic,9,4.0,6,3.0,2,0,4,0,41.3,150.0,19.49,13.56,44.8,70.0,40.8,Restricted,W95,0.0,0.0,0,0
101468,2025-05,Internal Medicine,South,T-S19,Private Clinic,2,16.0,0,8.0,6,2,0,0,41.8,75.0,3.78,4.37,14.84,51.2,69.3,Preferred,W87,0.0,0.0,0,0
101245,2024-04,Endocrinology,West,T-W74,Academic,8,9.0,6,3.0,8,2,6,0,23.1,139.0,5.99,12.25,30.21,47.2,34.7,Preferred,W158,0.0,1.0,1,1
100207,2025-06,Internal Medicine,South,T-S67,Private Clinic,6,16.0,3,4.0,6,0,1,0,42.1,118.0,3.64,9.62,35.0,53.0,60.1,Preferred,W216,0.0,0.0,0,0
100246,2024-06,Cardiology,South,T-S33,Group Practice,1,19.0,3,4.0,6,3,3,0,46.9,64.0,2.18,3.06,11.91,54.2,64.4,Preferred,W189,0.0,0.0,0,1
101731,2025-11,Endocrinology,North,T-N25,Hospital,6,19.0,5,3.0,6,3,5,0,70.4,118.0,11.0,9.62,22.02,52.7,33.6,Preferred,W173,1.0,1.0,1,1
101002,2025-12,Internal Medicine,South,T-S67,Private Clinic,2,11.0,2,5.0,9,2,1,0,43.1,75.0,4.17,4.37,14.35,63.8,43.8,Preferred,W142,0.0,0.0,0,0
101642,2024-09,Internal Medicine,South,T-S63,Academic,10,2.0,3,4.0,4,0,4,0,52.9,161.0,18.73,14.87,50.51,55.7,63.6,Restricted,W212,0.0,0.0,0,0
100265,2024-08,Internal Medicine,North,T-N32,Group Practice,4,24.0,2,5.0,5,1,2,0,34.7,97.0,8.62,7.0,29.17,84.8,52.9,Preferred,W143,0.0,1.0,0,0
101128,2024-10,Nephrology,South,T-S55,Private Clinic,8,12.0,6,3.0,4,1,7,0,50.1,139.0,10.56,12.25,33.64,51.3,61.4,Preferred,W216,0.0,0.0,0,0
101878,2025-01,Internal Medicine,South,T-S38,Private Clinic,10,6.0,8,2.0,13,3,7,0,61.0,161.0,15.35,14.87,49.61,44.7,62.8,Restricted,W50,0.0,1.0,0,0
100126,2025-06,Cardiology,Central,T-C53,Hospital,4,16.0,2,5.0,7,3,1,0,46.5,97.0,9.28,7.0,25.18,79.4,60.1,Non-preferred,W50,0.0,0.0,0,0
100061,2024-03,Internal Medicine,North,T-N29,Private Clinic,2,16.0,2,5.0,7,1,4,0,47.6,75.0,5.85,4.37,18.09,57.6,72.0,Restricted,W127,0.0,0.0,0,1
101831,2024-09,Cardiology,East,T-E51,Group Practice,7,28.0,5,3.0,5,0,1,0,25.2,129.0,10.65,10.94,27.54,82.4,55.4,Non-preferred,W113,0.0,0.0,0,1
101614,2025-04,Endocrinology,Central,T-C26,Hospital,3,19.0,5,3.0,8,3,8,0,46.7,86.0,4.88,5.69,19.87,51.3,68.0,Not covered,W206,0.0,0.0,0,0
101707,2025-10,Nephrology,East,T-E29,Private Clinic,5,20.0,1,6.0,11,0,0,1,30.4,107.0,8.43,8.31,34.18,66.7,63.7,Preferred,W186,0.0,0.0,0,0
100384,2024-08,Nephrology,South,T-S40,Academic,2,13.0,4,4.0,10,4,2,0,57.5,75.0,3.03,4.37,15.01,61.4,41.9,Restricted,W133,0.0,1.0,0,1
100358,2025-03,Internal Medicine,South,T-S11,Private Clinic,7,3.0,2,5.0,3,1,1,0,62.9,129.0,16.93,10.94,46.96,16.8,68.2,Restricted,W195,1.0,1.0,0,0
100283,2025-05,Internal Medicine,North,T-N65,Academic,9,4.0,1,6.0,2,0,0,1,29.5,150.0,14.87,13.56,22.68,49.4,53.3,Not covered,W9,0.0,0.0,0,0
100832,2024-05,Endocrinology,West,T-W71,Private Clinic,6,14.0,3,4.0,7,3,5,0,34.5,118.0,7.24,9.62,26.97,18.6,53.0,Preferred,W183,0.0,0.0,0,0
101464,2024-06,Internal Medicine,Central,T-C20,Academic,9,13.0,1,6.0,12,5,0,0,43.8,150.0,10.91,13.56,13.28,30.0,65.0,Non-preferred,W155,1.0,0.0,0,1
100160,2025-05,Endocrinology,South,T-S58,Private Clinic,2,15.0,1,6.0,6,1,0,0,51.5,75.0,5.36,4.37,13.74,34.3,35.9,Non-preferred,W50,0.0,1.0,0,1
100114,2024-08,Internal Medicine,West,T-W35,Group Practice,2,12.0,1,6.0,10,2,1,0,32.7,75.0,4.53,4.37,17.94,46.3,57.0,Non-preferred,W48,0.0,0.0,0,0
101157,2025-08,Cardiology,East,T-E75,Academic,6,6.0,4,4.0,3,1,4,0,27.3,118.0,11.34,9.62,32.48,30.1,49.4,Preferred,W94,0.0,1.0,0,0
101630,2025-03,Primary Care,West,T-W19,Private Clinic,2,13.0,1,6.0,8,0,0,0,56.1,75.0,2.71,4.37,16.65,68.9,63.2,Non-preferred,W146,0.0,0.0,0,0
100674,2025-11,Endocrinology,East,T-E56,Private Clinic,2,9.0,2,5.0,9,1,1,0,47.0,75.0,4.49,4.37,13.07,62.7,56.3,Non-preferred,W78,0.0,0.0,0,0
100195,2024-05,Primary Care,East,T-E24,Private Clinic,5,1.0,2,5.0,5,1,0,0,52.0,107.0,6.11,8.31,26.73,53.4,63.9,Preferred,W196,0.0,1.0,0,0
100912,2024-09,Internal Medicine,North,T-N15,Private Clinic,10,7.0,11,2.0,5,2,13,0,49.6,161.0,23.65,14.87,69.44,63.7,69.4,Restricted,W5,0.0,1.0,0,0
101396,2024-11,Primary Care,West,T-W77,Private Clinic,1,10.0,3,4.0,10,5,1,0,51.1,64.0,2.17,3.06,9.22,79.1,69.4,Non-preferred,W139,0.0,1.0,0,0
101640,2025-01,Internal Medicine,West,T-W34,Group Practice,4,22.0,4,4.0,10,2,4,0,67.6,97.0,6.54,7.0,24.75,65.7,63.9,Restricted,W140,0.0,0.0,0,0
100879,2024-10,Internal Medicine,North,T-N32,Private Clinic,4,41.0,6,3.0,2,2,4,1,63.5,97.0,2.68,7.0,21.29,64.2,67.4,Not covered,W98,0.0,0.0,0,1
100270,2024-12,Cardiology,North,T-N23,Group Practice,7,18.0,6,3.0,6,2,8,0,37.5,129.0,13.37,10.94,54.71,58.1,34.9,Not covered,W158,1.0,1.0,1,1
100284,2024-10,Nephrology,South,T-S62,Private Clinic,2,2.0,4,4.0,5,3,5,0,65.9,75.0,4.49,4.37,17.47,58.3,75.1,Not covered,W56,0.0,1.0,0,0
100424,2024-04,Primary Care,East,T-E14,Hospital,1,17.0,2,5.0,5,0,3,0,48.0,64.0,1.17,3.06,6.44,39.6,68.1,Non-preferred,W56,0.0,1.0,0,0
101416,2024-08,Primary Care,East,T-E31,Private Clinic,5,24.0,4,4.0,3,1,3,0,39.4,107.0,11.04,8.31,29.45,56.0,53.7,Preferred,W52,0.0,0.0,0,0
101280,2024-01,Nephrology,South,T-S10,Hospital,10,9.0,3,4.0,5,2,3,0,65.2,161.0,12.04,14.87,37.01,22.9,87.6,Restricted,W61,0.0,1.0,0,1
101961,2024-08,Internal Medicine,South,T-S10,Group Practice,8,19.0,1,6.0,6,0,1,0,40.1,139.0,18.35,12.25,44.68,32.9,60.7,Restricted,W148,0.0,0.0,0,1
100894,2024-06,Nephrology,West,T-W29,Group Practice,5,10.0,1,6.0,4,1,1,0,53.1,107.0,8.42,8.31,38.48,21.2,73.0,Preferred,W72,0.0,0.0,0,0
100877,2024-01,Primary Care,Central,T-C19,Group Practice,10,2.0,3,4.0,4,1,3,0,38.1,161.0,9.44,14.87,30.06,47.8,48.5,Non-preferred,W69,1.0,0.0,1,1
101161,2025-04,Primary Care,Central,T-C18,Private Clinic,5,16.0,2,5.0,4,1,1,0,64.3,107.0,6.53,8.31,30.92,80.6,43.4,Restricted,W107,1.0,0.0,0,0
101357,2024-09,Primary Care,Central,T-C38,Hospital,9,9.0,8,2.0,7,2,8,0,67.9,150.0,8.82,13.56,37.86,54.3,43.8,Preferred,W69,0.0,1.0,0,0
100606,2024-01,Cardiology,North,T-N58,Group Practice,1,28.0,1,6.0,11,3,1,0,49.1,64.0,3.57,3.06,8.83,57.3,66.8,Restricted,W7,0.0,0.0,0,0
101175,2025-07,Endocrinology,Central,T-C54,Hospital,9,29.0,1,6.0,8,3,1,1,50.8,150.0,9.43,13.56,44.32,71.3,65.5,Preferred,W68,1.0,1.0,1,1
101008,2024-01,Endocrinology,South,T-S42,Hospital,3,17.0,1,6.0,9,5,2,0,30.8,86.0,5.05,5.69,17.48,24.1,39.5,Restricted,W71,0.0,0.0,0,1
100755,2024-06,Cardiology,East,T-E69,Group Practice,6,16.0,4,4.0,4,0,4,0,52.9,118.0,16.18,9.62,50.26,59.3,62.6,Preferred,W199,0.0,0.0,0,0
100724,2025-08,Internal Medicine,West,T-W15,Group Practice,10,27.0,5,3.0,6,0,3,1,32.8,161.0,19.76,14.87,42.19,77.6,86.7,Restricted,W147,0.0,0.0,0,1
100212,2025-06,Endocrinology,East,T-E42,Hospital,2,25.0,2,5.0,3,1,2,0,43.7,75.0,3.89,4.37,11.38,49.6,41.3,Restricted,W170,1.0,1.0,0,0
100551,2025-02,Internal Medicine,Central,T-C60,Private Clinic,5,29.0,4,4.0,5,1,3,0,40.7,107.0,10.86,8.31,23.48,42.4,42.9,Restricted,W116,0.0,0.0,0,0
100346,2025-10,Cardiology,West,T-W36,Group Practice,1,11.0,3,4.0,10,2,2,0,58.9,64.0,3.46,3.06,12.59,55.3,69.2,Preferred,W128,0.0,0.0,0,0
101011,2024-10,Endocrinology,South,T-S31,Hospital,9,22.0,4,4.0,7,2,5,0,62.1,150.0,22.68,13.56,51.43,25.8,57.6,Restricted,W54,0.0,0.0,0,0
100874,2025-08,Internal Medicine,East,T-E46,Private Clinic,5,22.0,4,4.0,4,1,0,0,64.3,107.0,11.56,8.31,27.77,31.1,63.6,Preferred,W57,1.0,0.0,1,1
101709,2025-01,Primary Care,South,T-S57,Academic,10,14.0,6,3.0,4,0,3,0,34.5,161.0,16.92,14.87,75.94,34.6,72.5,Non-preferred,W150,0.0,0.0,0,1
101348,2024-05,Internal Medicine,North,T-N66,Academic,6,17.0,5,3.0,10,5,6,0,77.3,118.0,15.02,9.62,21.76,39.2,43.5,Preferred,W190,0.0,0.0,0,0
102064,2024-12,Internal Medicine,Central,T-C45,Private Clinic,2,9.0,2,5.0,5,0,0,0,51.3,75.0,6.55,4.37,15.23,64.1,31.5,Non-preferred,W97,0.0,0.0,0,0
100317,2025-12,Cardiology,South,T-S32,Group Practice,1,13.0,1,6.0,8,2,0,0,41.5,64.0,2.82,3.06,11.85,89.2,38.4,Restricted,W29,0.0,0.0,0,0
101577,2024-08,Nephrology,Central,T-C63,Hospital,6,19.0,6,3.0,7,1,9,1,62.7,118.0,11.81,9.62,31.24,78.5,58.4,Not covered,W122,0.0,1.0,0,0
101963,2025-06,Primary Care,West,T-W14,Group Practice,3,12.0,0,8.0,7,0,0,0,37.4,86.0,6.8,5.69,18.56,59.9,59.3,Preferred,W103,0.0,0.0,0,0
100272,2025-09,Endocrinology,Central,T-C55,Private Clinic,5,8.0,4,4.0,2,1,2,0,58.4,107.0,10.14,8.31,29.31,51.7,40.9,Preferred,W69,0.0,0.0,0,1
102048,2024-08,Primary Care,South,T-S11,Private Clinic,8,22.0,4,4.0,8,3,3,0,46.7,139.0,12.31,12.25,50.21,60.5,46.6,Preferred,W107,0.0,0.0,0,1
100949,2025-11,Endocrinology,West,T-W18,Hospital,6,19.0,2,5.0,7,1,2,0,33.6,118.0,14.32,9.62,23.2,48.1,57.8,Non-preferred,W113,0.0,0.0,0,0
100964,2025-12,Cardiology,South,T-S10,Academic,1,15.0,1,6.0,11,4,1,1,70.5,64.0,4.51,3.06,11.35,20.7,55.5,Preferred,W136,0.0,1.0,0,0
100547,2024-01,Primary Care,North,T-N57,Hospital,3,15.0,2,5.0,3,1,1,0,38.7,86.0,7.08,5.69,15.98,72.5,31.0,Preferred,W60,0.0,0.0,0,1
100214,2025-06,Cardiology,East,T-E43,Hospital,10,1.0,9,2.0,4,0,13,0,50.9,161.0,11.37,14.87,46.57,37.2,70.5,Restricted,W207,0.0,1.0,0,0
101564,2024-04,Nephrology,West,T-W16,Private Clinic,5,6.0,4,4.0,5,1,4,0,34.6,107.0,8.28,8.31,35.15,38.5,75.8,Restricted,W103,0.0,1.0,0,1
100708,2025-02,Primary Care,South,T-S45,Group Practice,10,19.0,6,3.0,9,3,5,1,40.9,161.0,17.65,14.87,61.77,19.4,40.8,Not covered,W44,0.0,0.0,0,0
101188,2025-08,Primary Care,Central,T-C60,Hospital,4,20.0,4,4.0,10,5,6,0,68.1,97.0,8.83,7.0,24.25,52.1,66.3,Preferred,W37,0.0,1.0,0,0
100381,2024-12,Primary Care,East,T-E64,Hospital,7,12.0,2,5.0,7,1,0,0,44.8,129.0,19.25,10.94,35.71,38.5,74.5,Non-preferred,W135,0.0,0.0,0,1
100096,2024-07,Internal Medicine,West,T-W20,Hospital,5,6.0,6,3.0,7,1,6,0,57.8,107.0,5.76,8.31,24.56,31.4,45.9,Not covered,W178,0.0,0.0,0,0
101995,2025-01,Internal Medicine,East,T-E60,Academic,3,28.0,7,3.0,6,2,4,0,51.6,86.0,6.7,5.69,11.48,79.5,72.1,Restricted,W147,0.0,0.0,0,0
100266,2024-09,Internal Medicine,West,T-W66,Hospital,4,20.0,1,6.0,9,1,1,0,41.7,97.0,6.0,7.0,25.18,39.4,14.2,Not covered,W118,0.0,0.0,0,0
101250,2025-01,Primary Care,North,T-N47,Hospital,5,5.0,5,3.0,16,3,4,0,55.5,107.0,9.53,8.31,24.79,58.1,53.0,Non-preferred,W133,1.0,1.0,1,1
101871,2024-07,Primary Care,North,T-N41,Hospital,10,6.0,5,3.0,4,2,3,0,48.2,161.0,10.46,14.87,68.45,47.4,80.9,Restricted,W78,0.0,0.0,0,1
100092,2025-05,Endocrinology,North,T-N53,Hospital,5,6.0,5,3.0,4,3,5,0,32.1,107.0,13.49,8.31,24.97,47.6,18.0,Restricted,W90,0.0,0.0,0,0
101682,2024-04,Primary Care,South,T-S50,Private Clinic,1,25.0,1,6.0,8,3,2,0,37.7,64.0,3.26,3.06,8.67,55.3,76.5,Restricted,W94,0.0,0.0,0,0
100307,2024-08,Cardiology,South,T-S62,Group Practice,1,4.0,4,4.0,3,0,5,1,27.7,64.0,4.6,3.06,14.38,32.2,64.7,Preferred,W148,0.0,0.0,0,0
101360,2024-07,Cardiology,East,T-E74,Hospital,1,24.0,2,5.0,7,2,0,0,25.6,64.0,2.6,3.06,8.64,50.3,41.6,Restricted,W60,0.0,0.0,0,0
101671,2025-10,Primary Care,East,T-E18,Private Clinic,7,10.0,7,3.0,10,0,4,1,53.1,129.0,10.28,10.94,37.08,32.6,65.1,Non-preferred,W145,1.0,0.0,0,0
101110,2025-01,Endocrinology,East,T-E78,Hospital,5,1.0,2,5.0,11,3,0,1,72.0,107.0,12.55,8.31,29.37,53.0,48.9,Non-preferred,W79,1.0,0.0,0,0
101434,2024-10,Internal Medicine,North,T-N28,Hospital,4,19.0,3,4.0,6,2,6,0,42.5,97.0,3.69,7.0,22.88,53.8,80.4,Not covered,W12,0.0,0.0,0,0
101749,2025-12,Endocrinology,West,T-W32,Private Clinic,7,1.0,7,3.0,3,0,6,0,68.3,129.0,9.23,10.94,30.29,20.2,48.1,Non-preferred,W108,0.0,1.0,0,0
101682,2025-04,Primary Care,South,T-S50,Private Clinic,1,25.0,2,5.0,7,3,2,0,68.9,64.0,1.71,3.06,10.53,49.1,44.1,Non-preferred,W146,0.0,0.0,0,0
100332,2025-04,Internal Medicine,West,T-W48,Academic,10,20.0,13,2.0,7,2,6,0,75.1,161.0,15.54,14.87,69.6,50.3,61.1,Preferred,W141,0.0,0.0,0,0
101828,2024-03,Internal Medicine,Central,T-C37,Private Clinic,8,12.0,4,4.0,3,1,1,0,46.8,139.0,8.19,12.25,39.26,47.6,78.2,Non-preferred,W165,0.0,0.0,0,0
101819,2024-12,Cardiology,Central,T-C66,Private Clinic,6,21.0,9,2.0,3,0,13,0,65.2,118.0,9.54,9.62,45.28,8.1,54.0,Non-preferred,W99,0.0,0.0,0,0
100610,2024-07,Endocrinology,North,T-N64,Hospital,10,15.0,8,2.0,5,2,11,0,40.0,161.0,13.71,14.87,53.8,45.1,83.0,Restricted,W166,0.0,0.0,0,0
100541,2025-06,Internal Medicine,East,T-E63,Private Clinic,7,9.0,4,4.0,9,1,6,1,26.9,129.0,12.73,10.94,36.26,67.5,82.8,Preferred,W9,0.0,0.0,0,0
101631,2024-09,Cardiology,Central,T-C20,Hospital,5,23.0,4,4.0,8,0,6,0,29.8,107.0,9.81,8.31,31.2,45.1,66.1,Restricted,W83,0.0,0.0,0,0
101129,2024-11,Endocrinology,North,T-N16,Private Clinic,4,20.0,2,5.0,3,1,1,0,49.3,97.0,5.16,7.0,24.23,81.3,31.2,Non-preferred,W135,0.0,1.0,0,1
101972,2025-05,Cardiology,North,T-N35,Hospital,3,23.0,1,6.0,11,6,0,0,30.3,86.0,5.14,5.69,21.69,25.7,48.3,Non-preferred,W99,0.0,0.0,0,0
101082,2025-11,Primary Care,South,T-S65,Hospital,1,24.0,0,8.0,10,0,0,1,49.4,64.0,1.91,3.06,11.22,20.8,73.6,Preferred,W164,0.0,1.0,0,1
100081,2024-09,Internal Medicine,Central,T-C33,Hospital,4,15.0,3,4.0,7,2,8,0,37.4,97.0,7.65,7.0,32.3,56.7,71.8,Preferred,W22,0.0,1.0,0,0
100959,2024-03,Primary Care,South,T-S52,Private Clinic,9,7.0,4,4.0,5,0,6,1,27.6,150.0,15.01,13.56,65.68,5.9,55.6,Non-preferred,W109,0.0,1.0,0,1
100926,2024-04,Internal Medicine,South,T-S55,Hospital,1,19.0,1,6.0,8,2,1,1,34.2,64.0,3.89,3.06,10.63,40.5,38.5,Not covered,W169,0.0,0.0,0,0
101048,2025-10,Nephrology,North,T-N15,Group Practice,3,19.0,2,5.0,8,1,2,0,53.1,86.0,9.95,5.69,17.32,35.3,67.6,Preferred,W217,0.0,0.0,0,1
101755,2024-10,Primary Care,North,T-N36,Private Clinic,4,9.0,4,4.0,2,1,1,0,60.9,97.0,9.09,7.0,17.71,16.9,35.4,Not covered,W62,1.0,0.0,0,0
100239,2024-12,Primary Care,East,T-E18,Group Practice,9,15.0,6,3.0,6,2,2,0,38.5,150.0,19.77,13.56,36.6,47.0,56.6,Restricted,W3,1.0,0.0,0,0
101329,2025-10,Internal Medicine,North,T-N39,Group Practice,2,16.0,2,5.0,6,1,0,0,55.8,75.0,4.87,4.37,14.16,89.6,83.0,Preferred,W55,0.0,0.0,0,0
101583,2024-08,Endocrinology,Central,T-C57,Hospital,9,15.0,5,3.0,8,3,5,1,28.1,150.0,11.35,13.56,49.29,57.2,73.6,Preferred,W101,0.0,0.0,0,1
101846,2024-05,Cardiology,East,T-E16,Academic,7,12.0,9,2.0,6,1,16,0,45.6,129.0,6.19,10.94,36.93,35.8,73.0,Non-preferred,W44,0.0,0.0,0,0
100417,2025-12,Cardiology,West,T-W78,Group Practice,5,1.0,2,5.0,3,1,1,0,70.3,107.0,5.42,8.31,28.18,75.1,66.3,Non-preferred,W163,1.0,0.0,0,0
100001,2024-07,Internal Medicine,North,T-N77,Group Practice,8,1.0,3,4.0,11,2,4,0,30.5,139.0,18.35,12.25,48.36,50.7,61.3,Restricted,W94,0.0,0.0,0,1
100092,2024-05,Endocrinology,North,T-N53,Hospital,5,6.0,5,3.0,14,4,5,0,48.5,107.0,2.17,8.31,21.25,8.5,40.4,Preferred,W38,0.0,0.0,0,0
101711,2025-05,Primary Care,South,T-S77,Group Practice,5,19.0,2,5.0,9,5,6,0,42.0,107.0,11.91,8.31,28.88,30.5,66.5,Preferred,W15,0.0,0.0,0,1
101408,2024-05,Primary Care,West,T-W78,Hospital,6,13.0,6,3.0,5,2,5,0,30.4,118.0,8.5,9.62,21.53,40.0,49.9,Non-preferred,W192,0.0,0.0,0,0
101125,2024-09,Internal Medicine,West,T-W67,Private Clinic,7,4.0,3,4.0,8,4,1,0,35.2,129.0,12.88,10.94,41.3,44.0,73.7,Non-preferred,W35,0.0,0.0,0,0
101701,2024-03,Endocrinology,South,T-S57,Private Clinic,3,8.0,3,4.0,7,0,3,0,50.8,86.0,5.39,5.69,15.92,67.5,80.3,Not covered,W112,0.0,0.0,0,0
100135,2025-04,Internal Medicine,West,T-W49,Group Practice,3,19.0,3,4.0,7,0,2,0,67.5,86.0,3.57,5.69,17.82,91.6,24.8,Non-preferred,W28,0.0,0.0,0,0
101406,2025-07,Internal Medicine,East,T-E13,Group Practice,10,17.0,9,2.0,9,3,9,0,45.2,161.0,9.23,14.87,63.49,33.6,78.0,Restricted,W100,0.0,1.0,0,0
101523,2025-01,Internal Medicine,South,T-S28,Hospital,7,7.0,5,3.0,6,0,4,0,38.8,129.0,7.98,10.94,44.06,76.5,55.3,Non-preferred,W104,0.0,0.0,0,1
101397,2024-06,Internal Medicine,East,T-E19,Private Clinic,2,12.0,3,4.0,8,3,4,0,55.3,75.0,4.46,4.37,20.29,78.9,73.2,Restricted,W191,0.0,0.0,0,0
101758,2024-12,Cardiology,North,T-N10,Group Practice,5,27.0,4,4.0,8,2,4,0,53.5,107.0,7.32,8.31,26.66,25.6,29.9,Preferred,W217,0.0,0.0,0,1
100529,2024-08,Cardiology,Central,T-C26,Hospital,6,18.0,4,4.0,7,0,2,0,40.2,118.0,11.74,9.62,28.17,60.1,45.9,Non-preferred,W149,0.0,0.0,0,0
102041,2025-10,Cardiology,East,T-E43,Group Practice,4,1.0,2,5.0,5,1,2,0,80.5,97.0,2.89,7.0,19.78,44.5,37.8,Non-preferred,W148,0.0,0.0,0,0
101855,2025-07,Internal Medicine,Central,T-C41,Group Practice,1,26.0,4,4.0,7,3,4,0,44.6,64.0,1.84,3.06,11.16,76.2,59.3,Preferred,W137,0.0,0.0,0,0
100500,2025-06,Internal Medicine,West,T-W75,Private Clinic,4,12.0,3,4.0,4,1,4,0,74.0,97.0,5.34,7.0,19.27,75.7,34.6,Not covered,W100,0.0,1.0,0,0
101171,2025-11,Internal Medicine,East,T-E33,Group Practice,1,18.0,2,5.0,3,1,3,0,42.2,64.0,3.64,3.06,8.81,59.7,36.5,Non-preferred,W63,0.0,1.0,0,0
101034,2025-02,Nephrology,East,T-E36,Group Practice,1,13.0,0,8.0,6,1,0,0,44.0,64.0,4.6,3.06,8.25,54.7,50.9,Non-preferred,W96,0.0,0.0,0,0
101046,2025-06,Cardiology,North,T-N73,Private Clinic,7,8.0,7,3.0,7,2,4,1,42.4,129.0,8.05,10.94,44.85,72.2,38.1,Non-preferred,W44,0.0,0.0,0,0
100965,2024-03,Internal Medicine,North,T-N37,Hospital,1,22.0,3,4.0,9,5,3,0,65.7,64.0,3.21,3.06,8.05,61.3,33.0,Restricted,W180,0.0,0.0,0,0
101791,2025-03,Cardiology,North,T-N64,Hospital,5,15.0,5,3.0,7,2,0,0,68.8,107.0,6.62,8.31,30.11,70.4,76.8,Restricted,W183,0.0,0.0,0,1
101969,2025-05,Nephrology,North,T-N30,Group Practice,2,20.0,2,5.0,6,3,0,0,36.8,75.0,6.18,4.37,19.72,78.7,86.3,Restricted,W80,0.0,1.0,0,0
100817,2025-11,Endocrinology,West,T-W62,Group Practice,10,17.0,4,4.0,6,1,7,0,28.5,161.0,10.42,14.87,35.91,38.2,84.7,Non-preferred,W40,1.0,0.0,1,1
101938,2025-07,Internal Medicine,Central,T-C42,Group Practice,5,11.0,3,4.0,10,4,4,0,34.4,107.0,4.61,8.31,29.54,68.0,54.4,Non-preferred,W184,0.0,1.0,0,0
101612,2024-11,Primary Care,South,T-S76,Hospital,7,23.0,8,2.0,7,2,11,0,64.7,129.0,10.54,10.94,27.77,62.3,74.5,Non-preferred,W114,0.0,1.0,0,1
