hcp_id,period,responded_strict,model,capacity,rank,score,eligible_monthly_rows
100798,2025-10,0,extended_logistic,0.1,199,0.1837911838459625,2021
101591,2025-10,0,extended_logistic,0.1,200,0.1832458675262771,2021
100907,2025-10,0,extended_logistic,0.1,201,0.1831683930131288,2021
101443,2025-10,1,extended_logistic,0.1,202,0.1828776808318179,2021
101624,2025-10,1,extended_logistic,0.1,203,0.1825613451732067,2021
101965,2025-10,1,extended_logistic,0.2,1,0.5006752580323672,2021
100193,2025-10,1,extended_logistic,0.2,2,0.4492298646193068,2021
101448,2025-10,0,extended_logistic,0.2,3,0.4370299866309892,2021
100774,2025-10,0,extended_logistic,0.2,4,0.4256816296593139,2021
100298,2025-10,0,extended_logistic,0.2,5,0.4152824659263779,2021
100587,2025-10,0,extended_logistic,0.2,6,0.4151756437125102,2021
100453,2025-10,1,extended_logistic,0.2,7,0.4094960965587961,2021
101857,2025-10,1,extended_logistic,0.2,8,0.4078002007883705,2021
101882,2025-10,0,extended_logistic,0.2,9,0.4005603983036755,2021
102037,2025-10,1,extended_logistic,0.2,10,0.400032216596947,2021
101500,2025-10,0,extended_logistic,0.2,11,0.3852913557935149,2021
100276,2025-10,1,extended_logistic,0.2,12,0.3789247213997566,2021
101097,2025-10,1,extended_logistic,0.2,13,0.3739075548887016,2021
101839,2025-10,1,extended_logistic,0.2,14,0.3701224662879908,2021
100147,2025-10,0,extended_logistic,0.2,15,0.3692442339792172,2021
101319,2025-10,0,extended_logistic,0.2,16,0.3652362787004271,2021
101449,2025-10,1,extended_logistic,0.2,17,0.3610179175848336,2021
101228,2025-10,1,extended_logistic,0.2,18,0.3588807921389669,2021
101837,2025-10,0,extended_logistic,0.2,19,0.352583883655357,2021
101690,2025-10,1,extended_logistic,0.2,20,0.3492597452270329,2021
100214,2025-10,0,extended_logistic,0.2,21,0.338464071954737,2021
101489,2025-10,0,extended_logistic,0.2,22,0.3368167421927652,2021
101395,2025-10,0,extended_logistic,0.2,23,0.3330778636103988,2021
100427,2025-10,0,extended_logistic,0.2,24,0.3329663912198544,2021
101913,2025-10,0,extended_logistic,0.2,25,0.3305841652394656,2021
100992,2025-10,0,extended_logistic,0.2,26,0.3291233271255595,2021
101571,2025-10,0,extended_logistic,0.2,27,0.3284876106708403,2021
101173,2025-10,1,extended_logistic,0.2,28,0.3267024812845357,2021
100727,2025-10,1,extended_logistic,0.2,29,0.3241345659854152,2021
101951,2025-10,0,extended_logistic,0.2,30,0.3232929076723101,2021
100661,2025-10,1,extended_logistic,0.2,31,0.3229392512392073,2021
101179,2025-10,1,extended_logistic,0.2,32,0.3212617542821783,2021
101471,2025-10,1,extended_logistic,0.2,33,0.3196599049472224,2021
100787,2025-10,1,extended_logistic,0.2,34,0.3195205060351982,2021
100187,2025-10,0,extended_logistic,0.2,35,0.3145113456025377,2021
100732,2025-10,0,extended_logistic,0.2,36,0.3100996920165506,2021
101890,2025-10,0,extended_logistic,0.2,37,0.3095603314778508,2021
101246,2025-10,0,extended_logistic,0.2,38,0.3075053782632211,2021
100218,2025-10,1,extended_logistic,0.2,39,0.3072780972549588,2021
100624,2025-10,0,extended_logistic,0.2,40,0.3062412346194255,2021
101767,2025-10,0,extended_logistic,0.2,41,0.3005397758458371,2021
100066,2025-10,0,extended_logistic,0.2,42,0.2990526919731582,2021
101280,2025-10,1,extended_logistic,0.2,43,0.2957143670097047,2021
101684,2025-10,1,extended_logistic,0.2,44,0.2939368854582558,2021
101638,2025-10,0,extended_logistic,0.2,45,0.2921077362603827,2021
101804,2025-10,1,extended_logistic,0.2,46,0.2918373063660325,2021
102089,2025-10,1,extended_logistic,0.2,47,0.2880313015110106,2021
100497,2025-10,1,extended_logistic,0.2,48,0.2871066174780188,2021
100197,2025-10,0,extended_logistic,0.2,49,0.2859992830583788,2021
101928,2025-10,0,extended_logistic,0.2,50,0.284732827415616,2021
100238,2025-10,0,extended_logistic,0.2,51,0.2835908135432285,2021
102079,2025-10,1,extended_logistic,0.2,52,0.2835380101715636,2021
101953,2025-10,0,extended_logistic,0.2,53,0.2829515612687198,2021
101726,2025-10,0,extended_logistic,0.2,54,0.2829407771551068,2021
101505,2025-10,0,extended_logistic,0.2,55,0.2826018859402088,2021
101202,2025-10,1,extended_logistic,0.2,56,0.2820521725919292,2021
100123,2025-10,0,extended_logistic,0.2,57,0.2814252760944841,2021
101776,2025-10,0,extended_logistic,0.2,58,0.2810336341752468,2021
100559,2025-10,0,extended_logistic,0.2,59,0.2790909653010531,2021
101543,2025-10,0,extended_logistic,0.2,60,0.2778359862758055,2021
100300,2025-10,0,extended_logistic,0.2,61,0.2773664981423793,2021
101277,2025-10,0,extended_logistic,0.2,62,0.2768398209634336,2021
101727,2025-10,1,extended_logistic,0.2,63,0.2734004520113532,2021
102040,2025-10,0,extended_logistic,0.2,64,0.2727208449513635,2021
101806,2025-10,0,extended_logistic,0.2,65,0.272054435790531,2021
102025,2025-10,0,extended_logistic,0.2,66,0.2718557332833179,2021
101301,2025-10,0,extended_logistic,0.2,67,0.2718476998915309,2021
101123,2025-10,1,extended_logistic,0.2,68,0.2716193593893503,2021
100170,2025-10,0,extended_logistic,0.2,69,0.2703363980014093,2021
101226,2025-10,0,extended_logistic,0.2,70,0.2701233755795854,2021
101607,2025-10,1,extended_logistic,0.2,71,0.2694340398289807,2021
101527,2025-10,0,extended_logistic,0.2,72,0.269070554198658,2021
100773,2025-10,1,extended_logistic,0.2,73,0.268633040468703,2021
101869,2025-10,0,extended_logistic,0.2,74,0.2683543102065902,2021
100849,2025-10,0,extended_logistic,0.2,75,0.266868435905211,2021
100385,2025-10,1,extended_logistic,0.2,76,0.2643564840579059,2021
101598,2025-10,0,extended_logistic,0.2,77,0.2627370719854132,2021
100610,2025-10,0,extended_logistic,0.2,78,0.2624292137061875,2021
101639,2025-10,0,extended_logistic,0.2,79,0.2615298292646965,2021
101738,2025-10,0,extended_logistic,0.2,80,0.2586983930977923,2021
102029,2025-10,0,extended_logistic,0.2,81,0.2584623493443406,2021
101724,2025-10,1,extended_logistic,0.2,82,0.258004440822201,2021
101670,2025-10,0,extended_logistic,0.2,83,0.2574271402136321,2021
101312,2025-10,0,extended_logistic,0.2,84,0.2550887339265873,2021
102005,2025-10,0,extended_logistic,0.2,85,0.2549749973835169,2021
100829,2025-10,0,extended_logistic,0.2,86,0.2537912144586458,2021
101084,2025-10,0,extended_logistic,0.2,87,0.2534614803093118,2021
100892,2025-10,1,extended_logistic,0.2,88,0.2534176530392253,2021
101919,2025-10,1,extended_logistic,0.2,89,0.2529370390507404,2021
100823,2025-10,1,extended_logistic,0.2,90,0.2527387978144588,2021
101746,2025-10,0,extended_logistic,0.2,91,0.2515847832569429,2021
100758,2025-10,0,extended_logistic,0.2,92,0.2497819380486295,2021
100531,2025-10,0,extended_logistic,0.2,93,0.2483367477644026,2021
101175,2025-10,0,extended_logistic,0.2,94,0.2478743164073481,2021
101610,2025-10,1,extended_logistic,0.2,95,0.2476659292179857,2021
100670,2025-10,0,extended_logistic,0.2,96,0.2472883589038856,2021
101256,2025-10,0,extended_logistic,0.2,97,0.2466833820471534,2021
101888,2025-10,0,extended_logistic,0.2,98,0.2457931018750265,2021
100653,2025-10,0,extended_logistic,0.2,99,0.2449958199902446,2021
101626,2025-10,0,extended_logistic,0.2,100,0.2430511639053761,2021
102051,2025-10,1,extended_logistic,0.2,101,0.24293489188383,2021
100032,2025-10,0,extended_logistic,0.2,102,0.2422277958223633,2021
100530,2025-10,0,extended_logistic,0.2,103,0.2414065372152539,2021
101720,2025-10,0,extended_logistic,0.2,104,0.2401881708518645,2021
100149,2025-10,0,extended_logistic,0.2,105,0.2396957319443262,2021
101825,2025-10,0,extended_logistic,0.2,106,0.2396280302965812,2021
100393,2025-10,0,extended_logistic,0.2,107,0.2392938196614823,2021
101922,2025-10,0,extended_logistic,0.2,108,0.2381710598108433,2021
102081,2025-10,0,extended_logistic,0.2,109,0.2378319283915337,2021
100901,2025-10,0,extended_logistic,0.2,110,0.2372189152205405,2021
101259,2025-10,1,extended_logistic,0.2,111,0.2371701029267537,2021
100925,2025-10,0,extended_logistic,0.2,112,0.2370642793561216,2021
101011,2025-10,0,extended_logistic,0.2,113,0.236532528740053,2021
101154,2025-10,0,extended_logistic,0.2,114,0.2360470498496359,2021
100763,2025-10,0,extended_logistic,0.2,115,0.2356913177698222,2021
101276,2025-10,0,extended_logistic,0.2,116,0.2345653704487162,2021
101343,2025-10,0,extended_logistic,0.2,117,0.2343267121709323,2021
101222,2025-10,1,extended_logistic,0.2,118,0.2314852638535745,2021
100870,2025-10,0,extended_logistic,0.2,119,0.2308430378362929,2021
100704,2025-10,1,extended_logistic,0.2,120,0.2303313266454298,2021
100518,2025-10,0,extended_logistic,0.2,121,0.2302288574773894,2021
100488,2025-10,0,extended_logistic,0.2,122,0.2297416585523042,2021
101094,2025-10,0,extended_logistic,0.2,123,0.2287096646302356,2021
100882,2025-10,1,extended_logistic,0.2,124,0.2286611460754476,2021
101423,2025-10,0,extended_logistic,0.2,125,0.2260789186991763,2021
100245,2025-10,0,extended_logistic,0.2,126,0.2256262730323575,2021
100494,2025-10,0,extended_logistic,0.2,127,0.2251641573603867,2021
101436,2025-10,0,extended_logistic,0.2,128,0.2251292515912004,2021
102078,2025-10,0,extended_logistic,0.2,129,0.2242781290316507,2021
100526,2025-10,1,extended_logistic,0.2,130,0.2234965106804393,2021
101431,2025-10,0,extended_logistic,0.2,131,0.2234061701376061,2021
101826,2025-10,0,extended_logistic,0.2,132,0.223101718294597,2021
100626,2025-10,0,extended_logistic,0.2,133,0.2229698431460088,2021
102012,2025-10,0,extended_logistic,0.2,134,0.2221769735690633,2021
101104,2025-10,0,extended_logistic,0.2,135,0.2213066903068631,2021
101752,2025-10,0,extended_logistic,0.2,136,0.2195653376877418,2021
101613,2025-10,0,extended_logistic,0.2,137,0.2192726846378087,2021
100332,2025-10,0,extended_logistic,0.2,138,0.2183265401659568,2021
101077,2025-10,0,extended_logistic,0.2,139,0.218210975818746,2021
101629,2025-10,0,extended_logistic,0.2,140,0.2178788394131628,2021
100915,2025-10,0,extended_logistic,0.2,141,0.2165337832377615,2021
101811,2025-10,1,extended_logistic,0.2,142,0.2157197575226749,2021
100269,2025-10,0,extended_logistic,0.2,143,0.2136337967853723,2021
100789,2025-10,1,extended_logistic,0.2,144,0.2126374552536669,2021
100817,2025-10,0,extended_logistic,0.2,145,0.2117578034148948,2021
100795,2025-10,0,extended_logistic,0.2,146,0.2107051345860552,2021
101119,2025-10,0,extended_logistic,0.2,147,0.2106039975140137,2021
101731,2025-10,0,extended_logistic,0.2,148,0.2105557272998961,2021
101232,2025-10,1,extended_logistic,0.2,149,0.2104056436674214,2021
100757,2025-10,0,extended_logistic,0.2,150,0.2100012348454068,2021
101793,2025-10,0,extended_logistic,0.2,151,0.2097461740502145,2021
100139,2025-10,0,extended_logistic,0.2,152,0.2088196233505023,2021
100826,2025-10,0,extended_logistic,0.2,153,0.2080781722600198,2021
101160,2025-10,0,extended_logistic,0.2,154,0.2077475661854592,2021
100854,2025-10,0,extended_logistic,0.2,155,0.2068667042488084,2021
101841,2025-10,0,extended_logistic,0.2,156,0.2032972620931942,2021
100083,2025-10,0,extended_logistic,0.2,157,0.2024385070921178,2021
101846,2025-10,0,extended_logistic,0.2,158,0.2021105001904545,2021
100762,2025-10,0,extended_logistic,0.2,159,0.2020892024446993,2021
101124,2025-10,0,extended_logistic,0.2,160,0.2017791602042365,2021
100967,2025-10,0,extended_logistic,0.2,161,0.2015034281526149,2021
101623,2025-10,1,extended_logistic,0.2,162,0.2013594968524837,2021
100573,2025-10,0,extended_logistic,0.2,163,0.2013077435203068,2021
101909,2025-10,1,extended_logistic,0.2,164,0.2012957903714311,2021
101169,2025-10,1,extended_logistic,0.2,165,0.2012895210059609,2021
100898,2025-10,0,extended_logistic,0.2,166,0.2004643151987203,2021
100489,2025-10,0,extended_logistic,0.2,167,0.1993340546087899,2021
101537,2025-10,0,extended_logistic,0.2,168,0.1987993399145591,2021
101987,2025-10,0,extended_logistic,0.2,169,0.1987574764162185,2021
102045,2025-10,0,extended_logistic,0.2,170,0.1983785725747986,2021
100131,2025-10,0,extended_logistic,0.2,171,0.1981024406161881,2021
100067,2025-10,0,extended_logistic,0.2,172,0.1972012407434048,2021
102022,2025-10,1,extended_logistic,0.2,173,0.1958213581471259,2021
101986,2025-10,0,extended_logistic,0.2,174,0.1944002685754935,2021
100579,2025-10,0,extended_logistic,0.2,175,0.1942637248064052,2021
100923,2025-10,0,extended_logistic,0.2,176,0.19312831579334,2021
101628,2025-10,0,extended_logistic,0.2,177,0.1924455821191557,2021
101893,2025-10,0,extended_logistic,0.2,178,0.1922202663836289,2021
101871,2025-10,1,extended_logistic,0.2,179,0.1920940494291395,2021
101282,2025-10,0,extended_logistic,0.2,180,0.1909438062171514,2021
101296,2025-10,0,extended_logistic,0.2,181,0.1908928087551339,2021
100768,2025-10,1,extended_logistic,0.2,182,0.1905250449681041,2021
102067,2025-10,1,extended_logistic,0.2,183,0.190194719721551,2021
100215,2025-10,0,extended_logistic,0.2,184,0.1901939912337461,2021
102019,2025-10,0,extended_logistic,0.2,185,0.1899938393224184,2021
101660,2025-10,0,extended_logistic,0.2,186,0.1898768376387364,2021
101872,2025-10,0,extended_logistic,0.2,187,0.1893078327071734,2021
100365,2025-10,1,extended_logistic,0.2,188,0.1889182001791564,2021
100510,2025-10,0,extended_logistic,0.2,189,0.1888894756531721,2021
100859,2025-10,0,extended_logistic,0.2,190,0.1884222856174513,2021
101365,2025-10,1,extended_logistic,0.2,191,0.1882143981217404,2021
101227,2025-10,0,extended_logistic,0.2,192,0.1876042842504074,2021
100422,2025-10,0,extended_logistic,0.2,193,0.1865886406522303,2021
101570,2025-10,1,extended_logistic,0.2,194,0.1861960065724846,2021
100852,2025-10,0,extended_logistic,0.2,195,0.1858056495199001,2021
101642,2025-10,0,extended_logistic,0.2,196,0.1851726584024878,2021
101749,2025-10,0,extended_logistic,0.2,197,0.1849458416679563,2021
101270,2025-10,0,extended_logistic,0.2,198,0.183936573138317,2021
100798,2025-10,0,extended_logistic,0.2,199,0.1837911838459625,2021
101591,2025-10,0,extended_logistic,0.2,200,0.1832458675262771,2021
100907,2025-10,0,extended_logistic,0.2,201,0.1831683930131288,2021
101443,2025-10,1,extended_logistic,0.2,202,0.1828776808318179,2021
101624,2025-10,1,extended_logistic,0.2,203,0.1825613451732067,2021
101332,2025-10,0,extended_logistic,0.2,204,0.1825066035902256,2021
100529,2025-10,0,extended_logistic,0.2,205,0.1822370185268403,2021
101887,2025-10,0,extended_logistic,0.2,206,0.1818975236103338,2021
101853,2025-10,0,extended_logistic,0.2,207,0.1809626400767882,2021
100633,2025-10,0,extended_logistic,0.2,208,0.1803425101527974,2021
100509,2025-10,0,extended_logistic,0.2,209,0.1803227668359316,2021
100449,2025-10,0,extended_logistic,0.2,210,0.1800513889830744,2021
101264,2025-10,0,extended_logistic,0.2,211,0.1792725548316766,2021
101790,2025-10,0,extended_logistic,0.2,212,0.1792168253360516,2021
100775,2025-10,0,extended_logistic,0.2,213,0.1788806843580341,2021
100002,2025-10,1,extended_logistic,0.2,214,0.1785218040887571,2021
102082,2025-10,1,extended_logistic,0.2,215,0.1778057674255368,2021
100102,2025-10,1,extended_logistic,0.2,216,0.1774776942343696,2021
100477,2025-10,0,extended_logistic,0.2,217,0.1771079150633566,2021
100779,2025-10,0,extended_logistic,0.2,218,0.176780368758141,2021
101053,2025-10,0,extended_logistic,0.2,219,0.1763762962508492,2021
101569,2025-10,0,extended_logistic,0.2,220,0.1761989062354915,2021
101266,2025-10,0,extended_logistic,0.2,221,0.1760944694818535,2021
100471,2025-10,0,extended_logistic,0.2,222,0.175325102261354,2021
100233,2025-10,0,extended_logistic,0.2,223,0.1749768576747843,2021
101409,2025-10,0,extended_logistic,0.2,224,0.1747741709874533,2021
100548,2025-10,1,extended_logistic,0.2,225,0.1741059143290506,2021
101465,2025-10,1,extended_logistic,0.2,226,0.1739072850904084,2021
100702,2025-10,1,extended_logistic,0.2,227,0.173851682602646,2021
100143,2025-10,0,extended_logistic,0.2,228,0.1737791643380067,2021
101832,2025-10,1,extended_logistic,0.2,229,0.1736531407326985,2021
100073,2025-10,0,extended_logistic,0.2,230,0.1735282968977669,2021
100581,2025-10,0,extended_logistic,0.2,231,0.1734560350186859,2021
101045,2025-10,0,extended_logistic,0.2,232,0.1732487146505005,2021
100399,2025-10,1,extended_logistic,0.2,233,0.1731961142895097,2021
101824,2025-10,1,extended_logistic,0.2,234,0.1731768548630635,2021
101378,2025-10,1,extended_logistic,0.2,235,0.1724329282769634,2021
100052,2025-10,0,extended_logistic,0.2,236,0.1719017996029878,2021
101578,2025-10,0,extended_logistic,0.2,237,0.17172827096376,2021
101039,2025-10,0,extended_logistic,0.2,238,0.1711969243560375,2021
100883,2025-10,0,extended_logistic,0.2,239,0.171015280806885,2021
101772,2025-10,0,extended_logistic,0.2,240,0.1709767786323426,2021
101480,2025-10,0,extended_logistic,0.2,241,0.170793739967248,2021
100448,2025-10,0,extended_logistic,0.2,242,0.1704470915806624,2021
101601,2025-10,0,extended_logistic,0.2,243,0.1703897890972774,2021
101367,2025-10,0,extended_logistic,0.2,244,0.1703553993041139,2021
101167,2025-10,0,extended_logistic,0.2,245,0.1701033595534692,2021
100167,2025-10,0,extended_logistic,0.2,246,0.1700624852363308,2021
102008,2025-10,0,extended_logistic,0.2,247,0.1697280934067818,2021
100003,2025-10,0,extended_logistic,0.2,248,0.1692086986346332,2021
100578,2025-10,0,extended_logistic,0.2,249,0.1690783349578068,2021
101223,2025-10,0,extended_logistic,0.2,250,0.1689687047386389,2021
100328,2025-10,0,extended_logistic,0.2,251,0.1688814751877406,2021
100536,2025-10,1,extended_logistic,0.2,252,0.1688495168891846,2021
100746,2025-10,0,extended_logistic,0.2,253,0.1687441220378664,2021
100672,2025-10,0,extended_logistic,0.2,254,0.1685106563286633,2021
101294,2025-10,1,extended_logistic,0.2,255,0.1684326747779209,2021
101927,2025-10,0,extended_logistic,0.2,256,0.1679686067710415,2021
100977,2025-10,0,extended_logistic,0.2,257,0.167921081795431,2021
100636,2025-10,0,extended_logistic,0.2,258,0.1672036282576569,2021
100744,2025-10,1,extended_logistic,0.2,259,0.166894898304115,2021
101322,2025-10,0,extended_logistic,0.2,260,0.1665494958853523,2021
100788,2025-10,0,extended_logistic,0.2,261,0.1656754605730213,2021
100765,2025-10,0,extended_logistic,0.2,262,0.1645910268943172,2021
100913,2025-10,0,extended_logistic,0.2,263,0.1645634608488637,2021
100156,2025-10,0,extended_logistic,0.2,264,0.1638265960634734,2021
100485,2025-10,0,extended_logistic,0.2,265,0.1634434268607832,2021
101542,2025-10,0,extended_logistic,0.2,266,0.1633621384285654,2021
100229,2025-10,0,extended_logistic,0.2,267,0.163242431980697,2021
100275,2025-10,1,extended_logistic,0.2,268,0.1629891312423514,2021
101186,2025-10,1,extended_logistic,0.2,269,0.1629734553549321,2021
100148,2025-10,0,extended_logistic,0.2,270,0.1628004440277143,2021
101353,2025-10,0,extended_logistic,0.2,271,0.1623966533923687,2021
100503,2025-10,0,extended_logistic,0.2,272,0.1622837718563448,2021
101996,2025-10,0,extended_logistic,0.2,273,0.1622774336034096,2021
101287,2025-10,0,extended_logistic,0.2,274,0.161616000154331,2021
100104,2025-10,0,extended_logistic,0.2,275,0.1611341460775069,2021
100151,2025-10,0,extended_logistic,0.2,276,0.1609175448165182,2021
101534,2025-10,0,extended_logistic,0.2,277,0.1607503105375693,2021
100550,2025-10,0,extended_logistic,0.2,278,0.1601817811497618,2021
100210,2025-10,1,extended_logistic,0.2,279,0.1601100768878846,2021
100912,2025-10,0,extended_logistic,0.2,280,0.160106626777556,2021
101346,2025-10,0,extended_logistic,0.2,281,0.1599072292260233,2021
101507,2025-10,0,extended_logistic,0.2,282,0.1596042493134668,2021
101327,2025-10,0,extended_logistic,0.2,283,0.1592049943757152,2021
100806,2025-10,0,extended_logistic,0.2,284,0.1583004462861513,2021
101958,2025-10,0,extended_logistic,0.2,285,0.157690470198189,2021
100846,2025-10,0,extended_logistic,0.2,286,0.157575628158146,2021
101428,2025-10,0,extended_logistic,0.2,287,0.1575030622847586,2021
100092,2025-10,0,extended_logistic,0.2,288,0.1574713450171971,2021
100899,2025-10,0,extended_logistic,0.2,289,0.1571185754947511,2021
100564,2025-10,0,extended_logistic,0.2,290,0.1566169737895181,2021
100971,2025-10,0,extended_logistic,0.2,291,0.1565913421998236,2021
101298,2025-10,0,extended_logistic,0.2,292,0.1565722622112252,2021
101866,2025-10,1,extended_logistic,0.2,293,0.1560011565962584,2021
101910,2025-10,0,extended_logistic,0.2,294,0.1554088379014433,2021
101736,2025-10,0,extended_logistic,0.2,295,0.1552288313276028,2021
100605,2025-10,0,extended_logistic,0.2,296,0.155121121751015,2021
100560,2025-10,0,extended_logistic,0.2,297,0.1551064456318981,2021
101078,2025-10,0,extended_logistic,0.2,298,0.1546492946829441,2021
102053,2025-10,1,extended_logistic,0.2,299,0.1545323960179906,2021
101400,2025-10,0,extended_logistic,0.2,300,0.1542930638513656,2021
102075,2025-10,0,extended_logistic,0.2,301,0.1542087291323915,2021
101917,2025-10,0,extended_logistic,0.2,302,0.1541738503640667,2021
100225,2025-10,0,extended_logistic,0.2,303,0.1535028011311802,2021
100481,2025-10,0,extended_logistic,0.2,304,0.153400972818576,2021
101820,2025-10,0,extended_logistic,0.2,305,0.1525310423281119,2021
100792,2025-10,0,extended_logistic,0.2,306,0.1522603358573697,2021
101336,2025-10,0,extended_logistic,0.2,307,0.1517306809911696,2021
101547,2025-10,0,extended_logistic,0.2,308,0.1517209244434408,2021
101219,2025-10,0,extended_logistic,0.2,309,0.1503493701663933,2021
101619,2025-10,0,extended_logistic,0.2,310,0.1502246116677217,2021
101001,2025-10,0,extended_logistic,0.2,311,0.1499187962950154,2021
101600,2025-10,0,extended_logistic,0.2,312,0.1498010954693068,2021
101334,2025-10,0,extended_logistic,0.2,313,0.149506747545203,2021
101026,2025-10,0,extended_logistic,0.2,314,0.1491491651798219,2021
101368,2025-10,0,extended_logistic,0.2,315,0.1490171618328445,2021
100869,2025-10,0,extended_logistic,0.2,316,0.1486926127890194,2021
101881,2025-10,0,extended_logistic,0.2,317,0.1486260437817975,2021
100283,2025-10,1,extended_logistic,0.2,318,0.1478370300338748,2021
101133,2025-10,0,extended_logistic,0.2,319,0.1476083540006669,2021
101349,2025-10,0,extended_logistic,0.2,320,0.1467812829566922,2021
101005,2025-10,0,extended_logistic,0.2,321,0.1466494898089025,2021
101325,2025-10,0,extended_logistic,0.2,322,0.1464035452248664,2021
100296,2025-10,0,extended_logistic,0.2,323,0.1462728019875366,2021
101068,2025-10,0,extended_logistic,0.2,324,0.1461059596370867,2021
100264,2025-10,0,extended_logistic,0.2,325,0.1460337590116498,2021
101215,2025-10,0,extended_logistic,0.2,326,0.1458241835299928,2021
101384,2025-10,0,extended_logistic,0.2,327,0.1458117112194397,2021
101798,2025-10,0,extended_logistic,0.2,328,0.1453884163962116,2021
100803,2025-10,1,extended_logistic,0.2,329,0.1448531494849213,2021
100615,2025-10,0,extended_logistic,0.2,330,0.1447365418794,2021
100350,2025-10,0,extended_logistic,0.2,331,0.1447285578294983,2021
101089,2025-10,0,extended_logistic,0.2,332,0.1446017956828281,2021
100286,2025-10,0,extended_logistic,0.2,333,0.1442731407634296,2021
101216,2025-10,1,extended_logistic,0.2,334,0.1438355098560449,2021
100686,2025-10,0,extended_logistic,0.2,335,0.1430223235531615,2021
100243,2025-10,0,extended_logistic,0.2,336,0.1427813004983548,2021
101952,2025-10,0,extended_logistic,0.2,337,0.142365070995495,2021
100843,2025-10,0,extended_logistic,0.2,338,0.142198342825175,2021
100681,2025-10,0,extended_logistic,0.2,339,0.1421541931100294,2021
101735,2025-10,0,extended_logistic,0.2,340,0.1412380537583973,2021
101709,2025-10,0,extended_logistic,0.2,341,0.1410789151608565,2021
101636,2025-10,0,extended_logistic,0.2,342,0.140950773499268,2021
100555,2025-10,0,extended_logistic,0.2,343,0.1409345981976274,2021
100470,2025-10,0,extended_logistic,0.2,344,0.1408864970304381,2021
101791,2025-10,0,extended_logistic,0.2,345,0.1405448870990527,2021
101673,2025-10,0,extended_logistic,0.2,346,0.1403144548990488,2021
100696,2025-10,0,extended_logistic,0.2,347,0.1401055955273703,2021
100222,2025-10,0,extended_logistic,0.2,348,0.1399110449015421,2021
101018,2025-10,0,extended_logistic,0.2,349,0.1399062538427609,2021
101883,2025-10,0,extended_logistic,0.2,350,0.1397502692755052,2021
100679,2025-10,0,extended_logistic,0.2,351,0.1395288587811816,2021
100877,2025-10,0,extended_logistic,0.2,352,0.1393954960493005,2021
101071,2025-10,0,extended_logistic,0.2,353,0.1391996765661745,2021
100039,2025-10,0,extended_logistic,0.2,354,0.1388589881546276,2021
101990,2025-10,0,extended_logistic,0.2,355,0.1387427268886939,2021
100589,2025-10,0,extended_logistic,0.2,356,0.1386406998315704,2021
100115,2025-10,0,extended_logistic,0.2,357,0.1384071466774727,2021
100585,2025-10,0,extended_logistic,0.2,358,0.1381320265757478,2021
101936,2025-10,0,extended_logistic,0.2,359,0.1377721230333684,2021
100117,2025-10,0,extended_logistic,0.2,360,0.1377630490786158,2021
101076,2025-10,0,extended_logistic,0.2,361,0.1376327726479174,2021
102043,2025-10,1,extended_logistic,0.2,362,0.1374623112819967,2021
101437,2025-10,0,extended_logistic,0.2,363,0.1371984571997224,2021
101823,2025-10,0,extended_logistic,0.2,364,0.1370583256420773,2021
101260,2025-10,0,extended_logistic,0.2,365,0.1368638652374787,2021
100295,2025-10,0,extended_logistic,0.2,366,0.1366036948486895,2021
101196,2025-10,0,extended_logistic,0.2,367,0.1364127771331775,2021
101589,2025-10,0,extended_logistic,0.2,368,0.1363442607689254,2021
101273,2025-10,0,extended_logistic,0.2,369,0.1358873880447056,2021
100968,2025-10,0,extended_logistic,0.2,370,0.1358435439670788,2021
101787,2025-10,0,extended_logistic,0.2,371,0.1352608232067991,2021
101247,2025-10,0,extended_logistic,0.2,372,0.1348738799263715,2021
100676,2025-10,0,extended_logistic,0.2,373,0.1348006916289753,2021
101419,2025-10,1,extended_logistic,0.2,374,0.1343865300371879,2021
100752,2025-10,0,extended_logistic,0.2,375,0.1342925345177464,2021
101780,2025-10,1,extended_logistic,0.2,376,0.1338151394074398,2021
101086,2025-10,0,extended_logistic,0.2,377,0.1337551200260899,2021
101253,2025-10,0,extended_logistic,0.2,378,0.1335259647283101,2021
101379,2025-10,0,extended_logistic,0.2,379,0.1330206268885219,2021
100932,2025-10,0,extended_logistic,0.2,380,0.1328576973271086,2021
101137,2025-10,0,extended_logistic,0.2,381,0.1328096484855082,2021
101181,2025-10,0,extended_logistic,0.2,382,0.1324220107340999,2021
100662,2025-10,0,extended_logistic,0.2,383,0.1321758326280935,2021
101580,2025-10,0,extended_logistic,0.2,384,0.1320649429302071,2021
100136,2025-10,0,extended_logistic,0.2,385,0.1318094322723483,2021
101455,2025-10,0,extended_logistic,0.2,386,0.1317909794873534,2021
100256,2025-10,0,extended_logistic,0.2,387,0.131455490686132,2021
100025,2025-10,1,extended_logistic,0.2,388,0.1314500256144471,2021
101229,2025-10,0,extended_logistic,0.2,389,0.1313600330877073,2021
101029,2025-10,0,extended_logistic,0.2,390,0.1313502217757145,2021
101421,2025-10,0,extended_logistic,0.2,391,0.1312582326678535,2021
101829,2025-10,0,extended_logistic,0.2,392,0.1308944205766234,2021
100656,2025-10,0,extended_logistic,0.2,393,0.1308599995027074,2021
100745,2025-10,0,extended_logistic,0.2,394,0.1307289411921863,2021
100216,2025-10,0,extended_logistic,0.2,395,0.1303007242325547,2021
