hcp_id,period_lag2,period_lag1,period,speaker_program_attended_12m_lag2,speaker_program_attended_12m_lag1,speaker_program_attended_12m,csv_line_lag2,csv_line_lag1,csv_line
100336,2024-05,2024-06,2024-07,0.0,1.0,0,43411.0,30777.0,4215
100337,2024-12,2025-01,2025-02,0.0,1.0,0,27322.0,31429.0,48414
100339,2024-12,2025-01,2025-02,0.0,1.0,0,46243.0,17057.0,35768
100339,2025-02,2025-03,2025-04,0.0,1.0,0,35768.0,9725.0,1928
100339,2025-07,2025-08,2025-09,0.0,1.0,0,22563.0,19248.0,40513
100340,2024-01,2024-02,2024-03,0.0,1.0,0,745.0,34797.0,28292
100340,2024-07,2024-08,2024-09,0.0,1.0,0,39881.0,9807.0,13562
100340,2024-10,2024-11,2024-12,0.0,1.0,0,37239.0,47595.0,598
100340,2024-12,2025-01,2025-02,0.0,1.0,0,598.0,1061.0,12453
100340,2025-02,2025-03,2025-04,0.0,1.0,0,12453.0,5453.0,33459
100341,2025-10,2025-11,2025-12,0.0,1.0,0,16471.0,26014.0,28993
100342,2025-06,2025-07,2025-08,0.0,1.0,0,13522.0,11864.0,13408
100343,2024-03,2024-04,2024-05,0.0,1.0,0,36557.0,208.0,12986
100343,2024-07,2024-08,2024-09,0.0,1.0,0,14706.0,7390.0,14180
100343,2025-01,2025-02,2025-03,0.0,1.0,0,22774.0,37502.0,4790
100344,2024-03,2024-04,2024-05,0.0,1.0,0,18325.0,24946.0,43745
100344,2024-09,2024-10,2024-11,0.0,1.0,0,37540.0,42145.0,1961
100345,2025-03,2025-04,2025-05,0.0,1.0,0,24439.0,20381.0,45056
100345,2025-08,2025-09,2025-10,0.0,1.0,0,47262.0,23314.0,1311
100346,2024-02,2024-03,2024-04,0.0,1.0,0,8877.0,31152.0,889
100346,2025-01,2025-02,2025-03,0.0,1.0,0,44069.0,32671.0,25733
100347,2024-07,2024-08,2024-09,0.0,1.0,0,2150.0,39133.0,12316
100347,2024-09,2024-10,2024-11,0.0,1.0,0,12316.0,22455.0,47273
100349,2024-04,2024-05,2024-06,0.0,1.0,0,24370.0,30336.0,2321
100349,2025-09,2025-10,2025-11,0.0,1.0,0,32004.0,16013.0,30750
100350,2024-06,2024-07,2024-08,0.0,1.0,0,7144.0,11997.0,33154
100350,2024-11,2024-12,2025-01,0.0,1.0,0,29021.0,3023.0,2886
100350,2025-07,2025-08,2025-09,0.0,1.0,0,39986.0,10303.0,32456
100350,2025-10,2025-11,2025-12,0.0,1.0,0,33146.0,13770.0,186
100351,2024-04,2024-05,2024-06,0.0,1.0,0,40145.0,46015.0,27776
100351,2024-07,2024-08,2024-09,0.0,1.0,0,12182.0,36951.0,2187
100351,2025-02,2025-03,2025-04,0.0,1.0,0,25858.0,9753.0,42037
100351,2025-04,2025-05,2025-06,0.0,1.0,0,42037.0,6917.0,14043
100351,2025-08,2025-09,2025-10,0.0,1.0,0,8398.0,47080.0,10977
100353,2025-01,2025-02,2025-03,0.0,1.0,0,7885.0,5808.0,15867
100353,2025-03,2025-04,2025-05,0.0,1.0,0,15867.0,15659.0,11361
100355,2024-10,2024-11,2024-12,0.0,1.0,0,20330.0,31130.0,38452
100355,2025-01,2025-02,2025-03,0.0,1.0,0,10504.0,45782.0,25524
100355,2025-07,2025-08,2025-09,0.0,1.0,0,29151.0,44179.0,7342
100356,2024-03,2024-04,2024-05,0.0,1.0,0,30708.0,18687.0,38625
100356,2024-08,2024-09,2024-10,0.0,1.0,0,44677.0,44102.0,45084
100356,2025-07,2025-08,2025-09,0.0,1.0,0,47444.0,46303.0,32160
100358,2024-07,2024-08,2024-09,0.0,1.0,0,26883.0,1755.0,24811
100359,2024-11,2024-12,2025-01,0.0,1.0,0,40986.0,7524.0,22605
100360,2024-10,2024-11,2024-12,0.0,1.0,0,35111.0,42355.0,44088
100360,2025-02,2025-03,2025-04,0.0,1.0,0,41563.0,7304.0,41298
100361,2024-07,2024-08,2024-09,0.0,1.0,0,45781.0,45010.0,18429
100362,2024-05,2024-06,2024-07,0.0,1.0,0,29291.0,16899.0,14773
100362,2024-10,2024-11,2024-12,0.0,1.0,0,5321.0,6769.0,45434
100362,2024-12,2025-01,2025-02,0.0,1.0,0,45434.0,28266.0,8247
100362,2025-08,2025-09,2025-10,0.0,1.0,0,25594.0,10803.0,8823
100363,2024-12,2025-01,2025-02,0.0,1.0,0,35971.0,5739.0,42248
100363,2025-09,2025-10,2025-11,0.0,1.0,0,27928.0,228.0,42588
100364,2024-10,2024-11,2024-12,0.0,1.0,0,40675.0,3099.0,23675
100364,2025-05,2025-06,2025-07,0.0,1.0,0,14601.0,5325.0,45706
100365,2024-09,2024-10,2024-11,0.0,1.0,0,2983.0,92.0,47485
100365,2024-11,2024-12,2025-01,0.0,1.0,0,47485.0,11431.0,27164
100365,2025-06,2025-07,2025-08,0.0,1.0,0,17621.0,13914.0,35271
100366,2024-04,2024-05,2024-06,0.0,1.0,0,20957.0,11393.0,21086
100366,2024-11,2024-12,2025-01,0.0,1.0,0,780.0,11860.0,17148
100367,2025-03,2025-04,2025-05,0.0,1.0,0,42082.0,3154.0,2740
100368,2025-04,2025-05,2025-06,0.0,1.0,0,40838.0,46002.0,44805
100368,2025-06,2025-07,2025-08,0.0,1.0,0,44805.0,5491.0,39710
100368,2025-09,2025-10,2025-11,0.0,1.0,0,18593.0,13639.0,33367
100369,2024-06,2024-07,2024-08,0.0,1.0,0,47284.0,13111.0,22060
100369,2024-08,2024-09,2024-10,0.0,1.0,0,22060.0,35340.0,37692
100369,2024-11,2024-12,2025-01,0.0,1.0,0,18500.0,7431.0,16475
100369,2025-01,2025-02,2025-03,0.0,1.0,0,16475.0,14105.0,5640
100369,2025-04,2025-05,2025-06,0.0,1.0,0,45677.0,3661.0,29946
100369,2025-07,2025-08,2025-09,0.0,1.0,0,39971.0,2379.0,30802
100371,2024-09,2024-10,2024-11,0.0,1.0,0,16032.0,5015.0,36056
100371,2025-05,2025-06,2025-07,0.0,1.0,0,15934.0,5548.0,8556
100371,2025-08,2025-09,2025-10,0.0,1.0,0,18563.0,27992.0,5176
100372,2024-07,2024-08,2024-09,0.0,1.0,0,5049.0,32012.0,30773
100372,2025-01,2025-02,2025-03,0.0,1.0,0,27287.0,5786.0,25031
100372,2025-07,2025-08,2025-09,0.0,1.0,0,13931.0,2500.0,41829
100373,2025-02,2025-03,2025-04,0.0,1.0,0,40943.0,31614.0,44456
100374,2024-01,2024-02,2024-03,0.0,1.0,0,46588.0,4675.0,44134
100374,2025-08,2025-09,2025-10,0.0,1.0,0,36683.0,29884.0,35427
100375,2024-01,2024-02,2024-03,0.0,1.0,0,3264.0,3232.0,25823
100375,2024-07,2024-08,2024-09,0.0,1.0,0,26577.0,19680.0,26543
100375,2024-10,2024-11,2024-12,0.0,1.0,0,45272.0,34394.0,5337
100375,2025-07,2025-08,2025-09,0.0,1.0,0,19311.0,21283.0,27114
100376,2024-02,2024-03,2024-04,0.0,1.0,0,7483.0,22401.0,38819
100376,2025-07,2025-08,2025-09,0.0,1.0,0,11876.0,35264.0,32264
100377,2024-09,2024-10,2024-11,0.0,1.0,0,39194.0,26834.0,8834
100377,2025-04,2025-05,2025-06,0.0,1.0,0,11443.0,10142.0,47775
100378,2025-06,2025-07,2025-08,0.0,1.0,0,39202.0,8818.0,5039
100379,2024-04,2024-05,2024-06,0.0,1.0,0,32518.0,27443.0,27356
100379,2025-04,2025-05,2025-06,0.0,1.0,0,12841.0,2889.0,43580
100380,2024-02,2024-03,2024-04,0.0,1.0,0,34567.0,8327.0,35204
100380,2025-07,2025-08,2025-09,0.0,1.0,0,462.0,17803.0,47740
100381,2025-02,2025-03,2025-04,0.0,1.0,0,17999.0,8267.0,13236
100381,2025-05,2025-06,2025-07,0.0,1.0,0,36042.0,25850.0,27806
100382,2024-01,2024-02,2024-03,0.0,1.0,0,29139.0,21829.0,4402
100382,2024-09,2024-10,2024-11,0.0,1.0,0,46300.0,13192.0,16687
100382,2025-01,2025-02,2025-03,0.0,1.0,0,22094.0,2846.0,46345
100382,2025-06,2025-07,2025-08,0.0,1.0,0,2611.0,13507.0,11982
100382,2025-08,2025-09,2025-10,0.0,1.0,0,11982.0,4540.0,39405
100383,2025-01,2025-02,2025-03,0.0,1.0,0,27584.0,26664.0,14596
100384,2024-04,2024-05,2024-06,0.0,1.0,0,39597.0,41428.0,13655
100384,2024-08,2024-09,2024-10,0.0,1.0,0,14413.0,19265.0,14168
100385,2024-01,2024-02,2024-03,0.0,1.0,0,19636.0,11962.0,28456
100385,2024-08,2024-09,2024-10,0.0,1.0,0,43696.0,10837.0,25617
100385,2025-09,2025-10,2025-11,0.0,1.0,0,4913.0,44292.0,44638
100386,2024-12,2025-01,2025-02,0.0,1.0,0,38926.0,17716.0,30165
100387,2024-02,2024-03,2024-04,0.0,1.0,0,31790.0,25813.0,2309
100387,2024-04,2024-05,2024-06,0.0,1.0,0,2309.0,29998.0,35552
100387,2024-06,2024-07,2024-08,0.0,1.0,0,35552.0,39947.0,24968
100387,2024-09,2024-10,2024-11,0.0,1.0,0,32047.0,29661.0,18158
100387,2025-07,2025-08,2025-09,0.0,1.0,0,43218.0,28757.0,29000
100388,2024-04,2024-05,2024-06,0.0,1.0,0,6395.0,26394.0,23559
100388,2025-08,2025-09,2025-10,0.0,1.0,0,14864.0,507.0,32256
100389,2024-08,2024-09,2024-10,0.0,1.0,0,46573.0,37022.0,10664
100389,2024-10,2024-11,2024-12,0.0,1.0,0,10664.0,37863.0,27456
100389,2025-01,2025-02,2025-03,0.0,1.0,0,31610.0,689.0,17087
100390,2024-09,2024-10,2024-11,0.0,1.0,0,45155.0,20806.0,23041
100390,2024-12,2025-01,2025-02,0.0,1.0,0,33497.0,3179.0,42751
100390,2025-07,2025-08,2025-09,0.0,1.0,0,7732.0,8767.0,42338
100391,2024-04,2024-05,2024-06,0.0,1.0,0,45048.0,19840.0,4494
100391,2024-10,2024-11,2024-12,0.0,1.0,0,3964.0,23173.0,43954
100392,2024-01,2024-02,2024-03,0.0,1.0,0,29579.0,18306.0,15103
100393,2024-01,2024-02,2024-03,0.0,1.0,0,35318.0,46557.0,4977
100393,2025-07,2025-08,2025-09,0.0,1.0,0,1588.0,23936.0,5098
100393,2025-09,2025-10,2025-11,0.0,1.0,0,5098.0,30013.0,38286
100394,2025-03,2025-04,2025-05,0.0,1.0,0,20228.0,24580.0,38673
100395,2024-02,2024-03,2024-04,0.0,1.0,0,27121.0,43291.0,17968
100396,2024-07,2024-08,2024-09,0.0,1.0,0,25019.0,13702.0,2377
100396,2025-01,2025-02,2025-03,0.0,1.0,0,43667.0,17018.0,11308
100397,2024-06,2024-07,2024-08,0.0,1.0,0,42877.0,21477.0,46855
100398,2025-06,2025-07,2025-08,0.0,1.0,0,45514.0,18258.0,35856
100400,2025-06,2025-07,2025-08,0.0,1.0,0,29464.0,45823.0,47040
100401,2024-02,2024-03,2024-04,0.0,1.0,0,34004.0,3875.0,40244
100401,2025-02,2025-03,2025-04,0.0,1.0,0,25172.0,19444.0,4623
100401,2025-09,2025-10,2025-11,0.0,1.0,0,29605.0,13921.0,12915
100402,2024-12,2025-01,2025-02,0.0,1.0,0,25911.0,31168.0,39238
100403,2025-02,2025-03,2025-04,0.0,1.0,0,12394.0,14697.0,41369
100404,2025-04,2025-05,2025-06,0.0,1.0,0,2294.0,21392.0,12083
100405,2025-01,2025-02,2025-03,0.0,1.0,0,31054.0,10966.0,47948
100406,2025-09,2025-10,2025-11,0.0,1.0,0,27009.0,11061.0,22129
100407,2024-04,2024-05,2024-06,0.0,1.0,0,27269.0,6383.0,43754
100407,2024-11,2024-12,2025-01,0.0,1.0,0,38062.0,14526.0,38384
100407,2025-01,2025-02,2025-03,0.0,1.0,0,38384.0,9218.0,17476
100407,2025-05,2025-06,2025-07,0.0,1.0,0,2988.0,27288.0,37667
100407,2025-08,2025-09,2025-10,0.0,1.0,0,33503.0,28249.0,426
100407,2025-10,2025-11,2025-12,0.0,1.0,0,426.0,3369.0,23640
100408,2024-11,2024-12,2025-01,0.0,1.0,0,24343.0,25974.0,24539
100408,2025-07,2025-08,2025-09,0.0,1.0,0,6460.0,26901.0,29228
100409,2024-07,2024-08,2024-09,0.0,1.0,0,41175.0,16389.0,35514
100409,2024-12,2025-01,2025-02,0.0,1.0,0,28908.0,38504.0,35570
100410,2024-07,2024-08,2024-09,0.0,1.0,0,1255.0,1019.0,22489
100410,2024-09,2024-10,2024-11,0.0,1.0,0,22489.0,971.0,19210
100410,2024-11,2024-12,2025-01,0.0,1.0,0,19210.0,36086.0,10824
100410,2025-04,2025-05,2025-06,0.0,1.0,0,36365.0,23044.0,26384
100411,2024-04,2024-05,2024-06,0.0,1.0,0,12326.0,6521.0,45443
100411,2025-03,2025-04,2025-05,0.0,1.0,0,3726.0,43099.0,23972
100412,2024-04,2024-05,2024-06,0.0,1.0,0,38638.0,6900.0,99
100412,2025-03,2025-04,2025-05,0.0,1.0,0,13348.0,2453.0,17508
100412,2025-09,2025-10,2025-11,0.0,1.0,0,5941.0,33556.0,12614
100413,2024-06,2024-07,2024-08,0.0,1.0,0,48387.0,10105.0,6243
100413,2025-07,2025-08,2025-09,0.0,1.0,0,24076.0,44269.0,38523
100414,2024-06,2024-07,2024-08,0.0,1.0,0,29112.0,24126.0,8684
100414,2025-08,2025-09,2025-10,0.0,1.0,0,45572.0,6263.0,22881
100415,2024-05,2024-06,2024-07,0.0,1.0,0,31480.0,2848.0,770
100415,2025-03,2025-04,2025-05,0.0,1.0,0,33343.0,29942.0,28106
100415,2025-05,2025-06,2025-07,0.0,1.0,0,28106.0,19381.0,36139
100416,2025-04,2025-05,2025-06,0.0,1.0,0,6307.0,12753.0,11391
100416,2025-09,2025-10,2025-11,0.0,1.0,0,31663.0,5054.0,27754
100417,2024-02,2024-03,2024-04,0.0,1.0,0,4114.0,45300.0,44635
100418,2024-10,2024-11,2024-12,0.0,1.0,0,15565.0,29979.0,33780
100418,2025-01,2025-02,2025-03,0.0,1.0,0,21061.0,8685.0,11778
100418,2025-05,2025-06,2025-07,0.0,1.0,0,32572.0,42912.0,1377
100418,2025-07,2025-08,2025-09,0.0,1.0,0,1377.0,30533.0,16430
100420,2024-02,2024-03,2024-04,0.0,1.0,0,38662.0,31470.0,29313
100420,2025-02,2025-03,2025-04,0.0,1.0,0,23018.0,43235.0,423
100421,2024-06,2024-07,2024-08,0.0,1.0,0,38816.0,4254.0,19987
100421,2025-01,2025-02,2025-03,0.0,1.0,0,29062.0,14072.0,17502
100421,2025-04,2025-05,2025-06,0.0,1.0,0,10276.0,7087.0,25210
100421,2025-06,2025-07,2025-08,0.0,1.0,0,25210.0,35124.0,9926
100422,2024-08,2024-09,2024-10,0.0,1.0,0,25026.0,35813.0,37810
100422,2024-12,2025-01,2025-02,0.0,1.0,0,16318.0,30287.0,12680
100423,2024-02,2024-03,2024-04,0.0,1.0,0,33999.0,23554.0,40173
100423,2024-08,2024-09,2024-10,0.0,1.0,0,32773.0,4333.0,36702
100423,2025-07,2025-08,2025-09,0.0,1.0,0,33430.0,18403.0,32556
100424,2024-01,2024-02,2024-03,0.0,1.0,0,8101.0,28465.0,21808
100424,2025-10,2025-11,2025-12,0.0,1.0,0,34478.0,12800.0,38456
100425,2024-03,2024-04,2024-05,0.0,1.0,0,40693.0,35268.0,619
100425,2024-08,2024-09,2024-10,0.0,1.0,0,16744.0,48039.0,33335
100425,2025-04,2025-05,2025-06,0.0,1.0,0,45623.0,48334.0,25317
100425,2025-06,2025-07,2025-08,0.0,1.0,0,25317.0,18986.0,9037
100425,2025-08,2025-09,2025-10,0.0,1.0,0,9037.0,1753.0,15683
100426,2024-07,2024-08,2024-09,0.0,1.0,0,9684.0,36013.0,13971
100426,2024-09,2024-10,2024-11,0.0,1.0,0,13971.0,17195.0,25533
100426,2025-03,2025-04,2025-05,0.0,1.0,0,4967.0,5655.0,7881
100427,2024-05,2024-06,2024-07,0.0,1.0,0,9026.0,45265.0,10320
100427,2025-06,2025-07,2025-08,0.0,1.0,0,3671.0,41566.0,5378
100427,2025-08,2025-09,2025-10,0.0,1.0,0,5378.0,20502.0,5274
100428,2025-02,2025-03,2025-04,0.0,1.0,0,47561.0,11390.0,36167
100428,2025-04,2025-05,2025-06,0.0,1.0,0,36167.0,7069.0,36500
100429,2024-01,2024-02,2024-03,0.0,1.0,0,34600.0,6762.0,39161
100429,2025-08,2025-09,2025-10,0.0,1.0,0,8737.0,33701.0,21379
100430,2025-05,2025-06,2025-07,0.0,1.0,0,38216.0,28093.0,13955
100430,2025-07,2025-08,2025-09,0.0,1.0,0,13955.0,32684.0,7153
100431,2024-04,2024-05,2024-06,0.0,1.0,0,43359.0,24503.0,20713
100431,2025-03,2025-04,2025-05,0.0,1.0,0,22602.0,22856.0,9044
100431,2025-06,2025-07,2025-08,0.0,1.0,0,42147.0,14368.0,23812
100432,2025-02,2025-03,2025-04,0.0,1.0,0,47443.0,30112.0,46152
100433,2024-02,2024-03,2024-04,0.0,1.0,0,19012.0,28506.0,9724
100433,2024-08,2024-09,2024-10,0.0,1.0,0,14843.0,48311.0,22534
100433,2025-04,2025-05,2025-06,0.0,1.0,0,22008.0,34139.0,24461
100434,2024-01,2024-02,2024-03,0.0,1.0,0,5276.0,5852.0,10382
100434,2024-03,2024-04,2024-05,0.0,1.0,0,10382.0,9370.0,46500
100434,2024-05,2024-06,2024-07,0.0,1.0,0,46500.0,2918.0,31343
100434,2024-12,2025-01,2025-02,0.0,1.0,0,11711.0,18387.0,40466
100434,2025-05,2025-06,2025-07,0.0,1.0,0,9665.0,29298.0,42195
100435,2025-04,2025-05,2025-06,0.0,1.0,0,44217.0,22523.0,24140
100435,2025-10,2025-11,2025-12,0.0,1.0,0,22952.0,36811.0,32568
100436,2025-08,2025-09,2025-10,0.0,1.0,0,40261.0,776.0,38270
100437,2024-03,2024-04,2024-05,0.0,1.0,0,19913.0,21215.0,41665
100438,2024-03,2024-04,2024-05,0.0,1.0,0,24020.0,11076.0,33075
100438,2025-03,2025-04,2025-05,0.0,1.0,0,23069.0,44824.0,43879
100439,2024-04,2024-05,2024-06,0.0,1.0,0,16033.0,31467.0,4424
100439,2024-12,2025-01,2025-02,0.0,1.0,0,45745.0,39095.0,39905
100439,2025-03,2025-04,2025-05,0.0,1.0,0,46453.0,12015.0,17049
100440,2024-12,2025-01,2025-02,0.0,1.0,0,25365.0,6060.0,9644
100441,2024-05,2024-06,2024-07,0.0,1.0,0,27707.0,45108.0,8107
100441,2024-11,2024-12,2025-01,0.0,1.0,0,44530.0,41118.0,13848
100441,2025-04,2025-05,2025-06,0.0,1.0,0,7270.0,14669.0,22709
100441,2025-07,2025-08,2025-09,0.0,1.0,0,39601.0,48232.0,36021
100442,2024-09,2024-10,2024-11,0.0,1.0,0,35091.0,29131.0,27344
100442,2025-01,2025-02,2025-03,0.0,1.0,0,15305.0,25802.0,36596
100442,2025-04,2025-05,2025-06,0.0,1.0,0,7368.0,3598.0,27234
100443,2024-06,2024-07,2024-08,0.0,1.0,0,32601.0,30354.0,21111
100444,2025-01,2025-02,2025-03,0.0,1.0,0,31902.0,17262.0,38273
100446,2024-05,2024-06,2024-07,0.0,1.0,0,23490.0,48388.0,41625
100446,2025-05,2025-06,2025-07,0.0,1.0,0,25719.0,4006.0,12761
100446,2025-07,2025-08,2025-09,0.0,1.0,0,12761.0,15199.0,31133
100447,2024-07,2024-08,2024-09,0.0,1.0,0,5008.0,5603.0,15640
100447,2024-11,2024-12,2025-01,0.0,1.0,0,27123.0,22863.0,42915
100447,2025-02,2025-03,2025-04,0.0,1.0,0,26141.0,18805.0,4643
100447,2025-08,2025-09,2025-10,0.0,1.0,0,4512.0,38133.0,1132
100448,2024-05,2024-06,2024-07,0.0,1.0,0,26516.0,35815.0,24321
100448,2025-01,2025-02,2025-03,0.0,1.0,0,36507.0,43458.0,20335
100448,2025-04,2025-05,2025-06,0.0,1.0,0,47237.0,12526.0,25626
100449,2024-03,2024-04,2024-05,0.0,1.0,0,32328.0,6425.0,11438
100449,2024-08,2024-09,2024-10,0.0,1.0,0,2734.0,16965.0,1401
100449,2024-11,2024-12,2025-01,0.0,1.0,0,22822.0,30940.0,24592
100450,2024-03,2024-04,2024-05,0.0,1.0,0,45513.0,20384.0,30167
100450,2024-05,2024-06,2024-07,0.0,1.0,0,30167.0,32828.0,33408
100451,2025-04,2025-05,2025-06,0.0,1.0,0,29386.0,6442.0,21148
100451,2025-06,2025-07,2025-08,0.0,1.0,0,21148.0,40568.0,45658
100451,2025-09,2025-10,2025-11,0.0,1.0,0,4964.0,23573.0,47195
100453,2024-02,2024-03,2024-04,0.0,1.0,0,17265.0,16600.0,694
100453,2024-08,2024-09,2024-10,0.0,1.0,0,6554.0,30563.0,7141
100453,2024-10,2024-11,2024-12,0.0,1.0,0,7141.0,34845.0,22627
100453,2025-04,2025-05,2025-06,0.0,1.0,0,11621.0,20478.0,38601
100454,2025-02,2025-03,2025-04,0.0,1.0,0,39086.0,41204.0,28976
100455,2024-09,2024-10,2024-11,0.0,1.0,0,1520.0,8991.0,23720
100455,2025-06,2025-07,2025-08,0.0,1.0,0,41122.0,30428.0,14025
100456,2025-05,2025-06,2025-07,0.0,1.0,0,20982.0,15400.0,23537
100457,2024-08,2024-09,2024-10,0.0,1.0,0,13708.0,24496.0,43909
100458,2024-11,2024-12,2025-01,0.0,1.0,0,28032.0,62.0,28363
100459,2025-08,2025-09,2025-10,0.0,1.0,0,7984.0,19088.0,20581
100460,2024-05,2024-06,2024-07,0.0,1.0,0,1313.0,35319.0,16513
100460,2024-09,2024-10,2024-11,0.0,1.0,0,11206.0,11818.0,34161
100461,2024-03,2024-04,2024-05,0.0,1.0,0,30248.0,46914.0,691
100461,2024-09,2024-10,2024-11,0.0,1.0,0,31555.0,36642.0,6032
100461,2024-11,2024-12,2025-01,0.0,1.0,0,6032.0,29912.0,10202
100461,2025-08,2025-09,2025-10,0.0,1.0,0,28994.0,5748.0,15441
100462,2024-01,2024-02,2024-03,0.0,1.0,0,35463.0,35314.0,8917
100462,2024-03,2024-04,2024-05,0.0,1.0,0,8917.0,14826.0,25926
100462,2024-08,2024-09,2024-10,0.0,1.0,0,25992.0,24547.0,30629
100462,2025-05,2025-06,2025-07,0.0,1.0,0,22796.0,627.0,29501
100462,2025-10,2025-11,2025-12,0.0,1.0,0,21057.0,25176.0,22777
100463,2024-06,2024-07,2024-08,0.0,1.0,0,35788.0,9595.0,41354
100463,2025-06,2025-07,2025-08,0.0,1.0,0,21842.0,3291.0,6720
100463,2025-09,2025-10,2025-11,0.0,1.0,0,29578.0,31216.0,12953
100464,2025-02,2025-03,2025-04,0.0,1.0,0,218.0,30434.0,30107
100464,2025-04,2025-05,2025-06,0.0,1.0,0,30107.0,33833.0,46972
100465,2024-01,2024-02,2024-03,0.0,1.0,0,25088.0,2172.0,36457
100466,2024-07,2024-08,2024-09,0.0,1.0,0,17983.0,25799.0,26137
100466,2024-09,2024-10,2024-11,0.0,1.0,0,26137.0,2463.0,21257
100466,2024-12,2025-01,2025-02,0.0,1.0,0,348.0,9721.0,2541
100466,2025-07,2025-08,2025-09,0.0,1.0,0,11051.0,20554.0,31909
100467,2024-07,2024-08,2024-09,0.0,1.0,0,20067.0,48225.0,21504
100467,2024-12,2025-01,2025-02,0.0,1.0,0,18047.0,26323.0,37357
100468,2024-06,2024-07,2024-08,0.0,1.0,0,7356.0,38884.0,17250
100469,2024-11,2024-12,2025-01,0.0,1.0,0,4440.0,2439.0,14212
100470,2024-06,2024-07,2024-08,0.0,1.0,0,8418.0,35090.0,35003
100470,2024-12,2025-01,2025-02,0.0,1.0,0,10181.0,362.0,36510
100470,2025-05,2025-06,2025-07,0.0,1.0,0,45650.0,4917.0,29287
100471,2024-01,2024-02,2024-03,0.0,1.0,0,42064.0,23199.0,12851
100471,2024-03,2024-04,2024-05,0.0,1.0,0,12851.0,29436.0,43313
100471,2025-01,2025-02,2025-03,0.0,1.0,0,42836.0,35072.0,15987
100472,2025-05,2025-06,2025-07,0.0,1.0,0,27837.0,44543.0,25935
100473,2025-07,2025-08,2025-09,0.0,1.0,0,31188.0,44189.0,19247
100474,2025-04,2025-05,2025-06,0.0,1.0,0,7131.0,10393.0,10488
100474,2025-07,2025-08,2025-09,0.0,1.0,0,10683.0,6697.0,28111
100475,2024-01,2024-02,2024-03,0.0,1.0,0,11009.0,45929.0,43455
100475,2025-06,2025-07,2025-08,0.0,1.0,0,24660.0,9685.0,22355
100475,2025-09,2025-10,2025-11,0.0,1.0,0,6323.0,45207.0,32422
100476,2024-04,2024-05,2024-06,0.0,1.0,0,15169.0,2024.0,35215
100476,2025-01,2025-02,2025-03,0.0,1.0,0,19988.0,18499.0,29894
100478,2024-11,2024-12,2025-01,0.0,1.0,0,28476.0,39953.0,2176
100478,2025-03,2025-04,2025-05,0.0,1.0,0,38575.0,34972.0,15611
100478,2025-10,2025-11,2025-12,0.0,1.0,0,41261.0,12075.0,46255
100480,2024-02,2024-03,2024-04,0.0,1.0,0,38066.0,9086.0,32273
100480,2025-05,2025-06,2025-07,0.0,1.0,0,47015.0,18750.0,2400
100480,2025-08,2025-09,2025-10,0.0,1.0,0,35232.0,7797.0,12623
100481,2025-04,2025-05,2025-06,0.0,1.0,0,41540.0,23605.0,7791
100481,2025-08,2025-09,2025-10,0.0,1.0,0,42377.0,13664.0,37137
100482,2024-09,2024-10,2024-11,0.0,1.0,0,24554.0,26948.0,21510
100484,2024-04,2024-05,2024-06,0.0,1.0,0,1006.0,4301.0,42035
100484,2024-12,2025-01,2025-02,0.0,1.0,0,36335.0,2333.0,136
100484,2025-03,2025-04,2025-05,0.0,1.0,0,15666.0,4166.0,14691
100484,2025-09,2025-10,2025-11,0.0,1.0,0,33748.0,1253.0,1205
100485,2024-01,2024-02,2024-03,0.0,1.0,0,27840.0,14360.0,40351
100485,2024-05,2024-06,2024-07,0.0,1.0,0,33286.0,15058.0,4816
100486,2024-03,2024-04,2024-05,0.0,1.0,0,37460.0,29238.0,33679
100486,2024-08,2024-09,2024-10,0.0,1.0,0,8928.0,13808.0,8377
100487,2024-02,2024-03,2024-04,0.0,1.0,0,19744.0,19657.0,46172
100488,2025-03,2025-04,2025-05,0.0,1.0,0,3812.0,27777.0,5200
100489,2025-07,2025-08,2025-09,0.0,1.0,0,42116.0,41142.0,15808
100490,2024-06,2024-07,2024-08,0.0,1.0,0,13532.0,17292.0,4572
100490,2025-08,2025-09,2025-10,0.0,1.0,0,25471.0,12568.0,30129
100490,2025-10,2025-11,2025-12,0.0,1.0,0,30129.0,531.0,35667
100492,2024-03,2024-04,2024-05,0.0,1.0,0,12406.0,840.0,22317
100492,2025-08,2025-09,2025-10,0.0,1.0,0,15660.0,15907.0,4921
100493,2025-03,2025-04,2025-05,0.0,1.0,0,11694.0,41388.0,1162
100494,2024-01,2024-02,2024-03,0.0,1.0,0,35131.0,19019.0,47423
100494,2025-09,2025-10,2025-11,0.0,1.0,0,32315.0,1155.0,11562
100495,2024-09,2024-10,2024-11,0.0,1.0,0,22629.0,11608.0,25596
100496,2024-11,2024-12,2025-01,0.0,1.0,0,25428.0,34674.0,7442
100497,2024-02,2024-03,2024-04,0.0,1.0,0,43659.0,12738.0,9699
100497,2024-05,2024-06,2024-07,0.0,1.0,0,28665.0,4785.0,18255
100497,2024-07,2024-08,2024-09,0.0,1.0,0,18255.0,26798.0,12177
100497,2024-12,2025-01,2025-02,0.0,1.0,0,13011.0,37164.0,9544
100498,2025-07,2025-08,2025-09,0.0,1.0,0,24424.0,26640.0,42239
100499,2025-01,2025-02,2025-03,0.0,1.0,0,14032.0,5067.0,16764
100499,2025-10,2025-11,2025-12,0.0,1.0,0,30729.0,38639.0,1715
